姓名,位置,年龄,ca,pa,国籍,俱乐部,角球,传中,盘带,射门,接球,任意球,头球,远射,界外球,盯人,传球,罚点球,抢断,技术,侵略性,预判,勇敢,镇定,集中,决断,意志力,想象力,领导力,无球跑动,防守站位,团队合作,视野,工作投入,爆发力,灵活,平衡,弹跳,体质,速度,耐力,强壮,稳定,肮脏,大赛,伤病,多样,制空能力,拦截传中,沟通,神经指数,手控球,大脚开球,一对一,反应,出击,击球倾向,手抛球的能力,适应性,雄心,争论,忠诚,抗压能力,职业,体育道德,情绪控制,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,身高,左脚,右脚,身价（欧元）,当前声望,本国声望,世界声望,种族,RCA,肤色,出生日期,国家队出场,国家队进球,工资（欧元）,UID,防守,身体,速度,创造,进攻,技术,制空,精神,拦截射门,身体,速度,精神,指挥防守,意外性,制空,大脚,球员习惯,二维码&球员名片&扫码填写评价,球员习惯,二维码&球员名片&扫码填写评价
Eduardo Camavinga,DM/M LC,22,169,180,"France,Democratic Republic of Congo,Angola",R. Madrid,6,13,13,10,15,6,13,12,13,14,15,7,16,15,15,16,16,14,15,14,16,12,13,14,14,17,14,17,16,15,15,13,16,17,17,16,14,9,15,5,15,1,3,2,2,2,1,1,1,2,2,3,16,13,5,14,15,16,15,18,1,15,1,1,14,1,20,12,17,1,1,1,1,1,185,20,10,"£117,748,368",8450,8000,8000,AfricanCaribbean,168,16,2002/11/10,26,2,"£137,562",49056243,14.67 ,15.75 ,16.50 ,13.67 ,12.67 ,14.33 ,13.00 ,15.67 ,1.00 ,15.75 ,16.50 ,15.67 ,2.50 ,2.00 ,1.50 ,2.00 ,"习惯简单短传配合
控制节奏
利用脚下技术将球带出危险区
经常带球",#NAME?,"习惯简单短传配合
控制节奏
利用脚下技术将球带出危险区
经常带球",
Sandro Tonali,DM/M C,25,169,171,Italy,Newcastle United,14,13,14,9,16,13,9,12,9,13,16,12,15,15,15,15,16,16,15,15,16,12,14,13,16,19,14,19,13,14,15,9,14,14,17,14,17,14,14,6,10,2,3,1,2,1,1,1,1,1,1,3,14,16,9,14,14,14,15,17,1,1,1,1,1,1,19,1,20,1,1,11,1,1,181,12,20,"£89,490,000",8450,8450,7500,MediterraneanHispanic,167,2,2000/5/8,25,2,"£132,500",43298481,14.67 ,15.00 ,13.50 ,14.00 ,12.67 ,15.00 ,9.00 ,16.00 ,1.00 ,15.00 ,13.50 ,16.00 ,2.00 ,2.00 ,1.50 ,2.00 ,"控制节奏
长距离传球",#NAME?,"控制节奏
长距离传球",
Phil Foden,M/AM RLC,25,168,180,England,Manchester City,13,13,17,14,17,13,8,13,5,8,17,12,8,17,7,14,13,16,15,15,14,16,8,16,11,15,17,14,16,17,15,7,14,16,14,9,15,6,16,7,13,1,3,3,1,2,3,3,2,1,3,3,12,15,12,13,12,14,14,16,1,1,1,1,1,1,1,14,19,12,20,20,17,14,171,20,9,"£99,220,000",8550,8050,8000,NorthernEuropean,165,3,2000/5/28,45,4,"£130,000",28108494,9.00 ,13.75 ,16.00 ,16.67 ,15.33 ,17.00 ,7.50 ,14.33 ,2.50 ,13.75 ,16.00 ,14.33 ,3.00 ,1.00 ,1.50 ,3.00 ,"插入对方禁区
角度刁钻的射门
喜欢接脚下球
经常带球",#NAME?,"插入对方禁区
角度刁钻的射门
喜欢接脚下球
经常带球",
"Enzo Fernández(Chelsea,Argentina)",DM/M C,24,168,174,Argentina,Chelsea,12,13,13,14,16,15,12,16,8,10,17,14,14,16,15,14,13,14,13,16,15,14,12,17,10,15,18,15,12,14,16,10,17,12,16,13,16,10,13,4,13,2,2,1,3,3,3,1,1,3,1,3,18,18,15,2,17,5,13,12,1,1,1,1,1,1,18,1,20,1,1,15,1,1,178,13,20,"£110,428,006",8400,7900,7250,MediterraneanHispanic,166,5,2001/1/17,37,5,"£180,000",14229525,11.33 ,14.75 ,12.00 ,16.33 ,15.00 ,15.00 ,11.00 ,14.33 ,1.00 ,14.75 ,12.00 ,14.33 ,1.50 ,3.00 ,2.50 ,3.00 ,"经常尝试传身后球
远射
撞墙式配合",#NAME?,"经常尝试传身后球
远射
撞墙式配合",
Bruno Guimarães,DM/M C,27,168,170,"Brazil,Spain",Newcastle United,11,12,16,12,18,12,10,11,5,13,18,11,14,18,18,16,15,18,15,15,14,15,15,14,16,15,17,16,13,13,16,12,15,11,17,14,15,15,15,7,17,3,3,3,3,3,3,3,1,2,2,2,15,13,6,12,14,14,9,11,1,1,1,1,1,1,20,12,20,1,1,1,1,1,182,8,20,"£87,780,000",8400,8000,7000,MediterraneanHispanic,165,9,1997/11/16,35,1,"£180,000",19297055,14.33 ,15.00 ,12.00 ,16.67 ,14.67 ,17.33 ,11.00 ,15.00 ,2.00 ,15.00 ,12.00 ,15.00 ,3.00 ,3.00 ,3.00 ,2.50 ,"经常尝试传身后球
控制节奏
长距离传球",#NAME?,"经常尝试传身后球
控制节奏
长距离传球",
Gianluigi Donnarumma,GK ,26,167,170,Italy,Manchester City,3,1,6,1,9,7,7,3,8,3,9,6,7,6,12,15,16,14,15,15,15,6,14,2,15,15,8,13,10,16,17,18,15,11,15,16,15,4,15,4,16,15,15,14,9,16,14,16,18,11,14,14,19,16,5,13,15,14,15,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,196,8,20,"£74,745,000",8350,8350,7800,MediterraneanHispanic,167,6,1999/2/25,74,0,"£250,000",43252073,8.33 ,16.00 ,10.50 ,7.67 ,5.67 ,7.00 ,12.50 ,15.17 ,17.00 ,16.00 ,10.50 ,15.17 ,14.50 ,9.00 ,15.50 ,14.00 ,,#NAME?,,
Marcus Thuram,ST L,27,167,170,"France,Guadeloupe",Blu-neri Milano,4,10,17,15,17,5,13,14,4,4,13,13,7,17,13,14,12,15,13,14,13,17,12,15,6,14,13,14,17,15,17,14,15,17,14,17,15,9,14,10,11,3,1,4,3,3,3,3,4,2,1,1,17,16,10,11,14,15,12,13,1,1,1,1,1,1,1,5,1,1,15,10,10,20,192,12,20,"£73,457,576",8350,7500,7600,AfricanCaribbean,166,16,1997/8/6,30,2,"£127,803",48037335,5.67 ,15.75 ,17.00 ,14.33 ,15.00 ,17.00 ,13.50 ,13.33 ,3.50 ,15.75 ,17.00 ,13.33 ,2.50 ,3.00 ,3.00 ,2.00 ,"跑肋部空间接球
趟球变向加速过人
尝试花式动作
经常带球",#NAME?,"跑肋部空间接球
趟球变向加速过人
尝试花式动作
经常带球",
"Gabriel(Arsenal,Brazil)",D C,27,167,168,Brazil,Arsenal,4,7,10,7,12,4,19,6,7,16,13,7,18,13,17,15,18,11,12,14,17,8,13,9,15,16,13,14,13,13,14,17,13,15,16,19,17,15,12,8,4,3,3,2,1,2,2,1,1,3,4,1,15,14,8,16,14,14,8,7,1,1,20,1,1,1,1,1,1,1,1,1,1,1,190,20,10,"£78,650,000",8350,8350,7000,AfricanCaribbean,164,15,1997/12/19,14,1,"£190,000",19242094,16.33 ,15.50 ,14.00 ,11.33 ,9.00 ,11.67 ,18.00 ,15.33 ,1.00 ,15.50 ,14.00 ,15.33 ,2.50 ,1.00 ,2.50 ,1.50 ,"激怒对手
不喜欢倒地铲球
鼓动观众情绪",#NAME?,"激怒对手
不喜欢倒地铲球
鼓动观众情绪",
Luka Modrić,DM/M C,39,166,180,Croatia,Casciavit Milano,16,15,16,11,20,13,7,13,6,8,18,14,9,19,12,16,14,18,18,18,17,15,16,14,14,16,19,14,13,13,14,6,13,11,11,8,17,12,18,11,16,4,2,1,3,4,4,2,1,1,1,3,10,15,5,17,17,20,19,17,1,1,1,1,1,1,19,1,20,1,1,15,1,1,172,10,20,"£5,884,907",8300,9500,8300,MediterraneanHispanic,163,3,1985/9/9,188,28,"£107,693",653054,10.33 ,11.50 ,12.00 ,17.33 ,14.33 ,18.33 ,6.50 ,16.50 ,1.50 ,11.50 ,12.00 ,16.50 ,1.50 ,3.00 ,4.00 ,3.50 ,"用外脚背
回撤拿球
控制节奏
喜欢将球转移到边路
倾向于尽可能长地延续自己的职业生涯（隐藏习惯）",#NAME?,"用外脚背
回撤拿球
控制节奏
喜欢将球转移到边路
倾向于尽可能长地延续自己的职业生涯（隐藏习惯）",
Khvicha Kvaratskhelia,AM LC,24,166,174,Georgia,Paris Saint-Germain,8,14,18,15,18,14,11,14,4,8,16,15,10,18,11,12,12,14,11,15,17,19,10,17,5,11,15,12,15,18,13,9,16,15,12,10,16,8,12,7,13,2,1,2,3,1,1,2,3,2,2,2,19,18,4,10,16,15,13,14,1,1,1,1,1,1,1,14,1,10,20,15,11,12,183,15,20,"£113,500,064",8300,8550,7750,NorthernEuropean,163,2,2001/2/12,41,18,"£271,892",59130638,7.67 ,13.25 ,15.00 ,16.67 ,15.33 ,18.00 ,10.00 ,13.00 ,2.50 ,13.25 ,15.00 ,13.00 ,1.50 ,3.00 ,1.50 ,1.50 ,"经常尝试传身后球
尝试花式动作
喜欢从双侧内切
经常带球",#NAME?,"经常尝试传身后球
尝试花式动作
喜欢从双侧内切
经常带球",
"Marquinhos(Paris Saint-Germain,Brazil,Portugal)",D/DM C,31,166,167,"Brazil,Portugal",Paris Saint-Germain,4,11,10,8,13,4,16,10,7,16,13,8,16,13,15,17,15,16,16,15,16,10,16,8,16,17,13,15,13,13,16,16,15,14,16,15,16,8,15,8,15,2,2,3,3,2,4,4,3,2,4,3,15,16,7,16,14,18,15,16,1,1,20,14,1,1,16,1,1,1,1,1,1,1,183,10,20,"£300,000,000",8300,8700,7650,MixedRace,166,12,1994/5/14,99,7,"£279,205",19163495,16.00 ,15.00 ,13.50 ,12.00 ,10.67 ,12.00 ,16.00 ,16.00 ,3.50 ,15.00 ,13.50 ,16.00 ,2.50 ,3.00 ,2.00 ,3.50 ,不喜欢倒地铲球,#NAME?,不喜欢倒地铲球,
Lamine Yamal,M/AM R,18,165,-10,"Spain,Morocco,Equatorial Guinea",Barcelona,13,17,18,14,18,11,7,15,6,5,17,11,6,18,9,13,11,15,14,16,17,19,8,15,7,13,18,11,16,18,14,9,14,15,12,10,16,8,18,6,12,3,2,3,2,1,1,1,1,2,2,3,12,16,9,15,16,14,13,14,1,1,1,1,1,1,1,10,12,18,12,14,20,14,180,20,10,"£223,045,712",8250,8250,7500,NorthAfricanMiddleEastern,165,14,2007/7/13,21,6,"£280,867",2000256231,6.00 ,13.50 ,15.50 ,18.00 ,14.67 ,18.00 ,8.00 ,14.00 ,1.00 ,13.50 ,15.50 ,14.00 ,2.50 ,2.00 ,2.00 ,2.00 ,"用外脚背
尝试花式动作
喜欢接脚下球
从右路内切",#NAME?,"用外脚背
尝试花式动作
喜欢接脚下球
从右路内切",
Jamal Musiala,AM RLC,22,165,185,"Germany,England,Nigeria",FC Bayern München,8,9,19,15,16,8,13,14,6,9,15,12,11,18,12,15,12,15,13,14,16,18,7,14,9,15,15,15,15,18,16,12,12,15,13,10,15,5,16,12,15,1,3,2,3,3,1,3,1,3,2,2,18,19,4,15,14,16,16,18,1,1,1,1,1,1,12,12,15,12,18,20,15,12,184,12,20,"£137,472,144",8250,8250,7750,AfricanCaribbean,163,10,2003/2/26,40,8,"£381,198",28124579,9.67 ,14.25 ,15.00 ,16.00 ,14.67 ,17.67 ,12.50 ,14.17 ,2.00 ,14.25 ,15.00 ,14.17 ,2.50 ,3.00 ,2.00 ,1.50 ,"角度刁钻的射门
喜欢连续过多人
经常带球",#NAME?,"角度刁钻的射门
喜欢连续过多人
经常带球",
Moisés Caicedo,DM/M C,23,165,185,Ecuador,Chelsea,5,8,14,11,14,8,9,12,4,13,15,8,18,14,15,15,15,15,15,16,14,14,9,13,15,17,14,20,16,15,12,9,18,14,19,12,14,8,12,6,10,2,4,2,2,1,3,1,3,3,3,1,14,14,8,13,10,14,11,11,1,1,1,14,1,1,20,1,19,1,1,1,1,1,178,8,20,"£136,372,496",8250,7800,6750,AfricanCaribbean,163,17,2001/11/2,55,3,"£140,000",86078360,15.33 ,14.50 ,15.00 ,14.33 ,13.00 ,14.00 ,9.00 ,15.33 ,2.00 ,14.50 ,15.00 ,15.33 ,3.00 ,2.00 ,1.50 ,2.00 ,倒地铲球,#NAME?,倒地铲球,
Ederson,GK ,31,165,180,"Brazil,Portugal",Fenerbahçe A.Ş.,5,3,11,3,14,8,9,12,3,1,16,12,1,14,12,17,18,17,16,15,16,2,10,12,16,14,13,13,8,11,11,13,15,10,12,13,16,5,16,5,1,13,16,14,15,16,20,14,15,16,6,17,16,14,4,12,20,16,10,19,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,20,12,"£300,000,000",8450,8500,7000,MediterraneanHispanic,166,8,1993/8/17,29,0,"£228,516",55057659,6.00 ,11.75 ,9.00 ,10.33 ,10.67 ,13.00 ,11.00 ,16.00 ,14.50 ,11.75 ,9.00 ,16.00 ,15.00 ,15.00 ,14.50 ,18.50 ,,#NAME?,,
Frenkie de Jong,DM/M C,28,165,180,Netherlands,Barcelona,13,14,17,11,17,13,9,10,6,9,17,11,12,17,10,16,11,16,13,16,14,14,12,14,14,17,18,13,13,16,15,9,13,13,15,11,14,2,13,12,17,2,3,2,2,1,2,1,2,2,1,1,15,14,8,14,13,15,16,17,1,1,12,1,1,1,19,12,20,12,10,12,10,1,181,12,20,"£67,420,632",8250,8250,7600,NorthernEuropean,163,4,1997/5/12,59,2,"£397,535",37047745,11.67 ,14.25 ,13.00 ,16.33 ,13.67 ,17.00 ,9.00 ,14.50 ,1.50 ,14.25 ,13.00 ,14.50 ,2.50 ,2.00 ,1.50 ,1.50 ,"经常尝试传身后球
回撤拿球
控制节奏
利用脚下技术将球带出危险区",#NAME?,"经常尝试传身后球
回撤拿球
控制节奏
利用脚下技术将球带出危险区",
Jan Oblak,GK ,32,165,178,Slovenia,A. Madrid,4,3,2,2,12,5,1,3,3,3,9,12,3,9,8,11,13,16,15,15,15,15,15,3,16,12,8,12,11,13,13,14,9,13,13,13,15,9,15,5,10,15,12,15,4,18,15,16,19,12,9,14,14,19,7,13,16,10,15,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,189,8,20,"£300,000,000",8250,8600,7500,NorthernEuropean,159,5,1993/1/7,77,0,"£307,765",64016316,7.33 ,13.00 ,12.00 ,10.67 ,7.00 ,7.67 ,7.50 ,13.50 ,17.50 ,13.00 ,12.00 ,13.50 ,13.50 ,4.00 ,16.50 ,14.50 ,喜欢通过长距离手抛球发起防守反击,#NAME?,喜欢通过长距离手抛球发起防守反击,
Rodrygo,AM/ST RL,24,165,178,"Brazil,Spain",R. Madrid,11,12,17,17,15,14,12,14,8,5,15,12,6,15,11,14,14,14,13,14,14,15,11,17,10,13,14,14,15,16,16,7,12,16,15,13,12,7,16,9,11,3,1,1,2,1,2,3,2,2,2,3,12,13,11,14,13,15,15,15,1,1,1,1,1,1,1,12,1,14,19,14,20,16,174,10,20,"£71,880,392",8250,8000,7750,AfricanCaribbean,159,12,2001/1/9,33,7,"£199,433",19306929,7.00 ,15.00 ,15.50 ,14.67 ,16.00 ,15.67 ,9.50 ,13.67 ,2.50 ,15.00 ,15.50 ,13.67 ,1.00 ,2.00 ,2.00 ,2.50 ,"跑肋部空间接球
角度刁钻的射门
喜欢从双侧内切",#NAME?,"跑肋部空间接球
角度刁钻的射门
喜欢从双侧内切",
Nuno Mendes,D/WB L,23,165,177,"Portugal,Cape Verde Islands",Paris Saint-Germain,13,15,15,10,15,7,9,10,11,12,14,9,14,14,14,14,12,14,12,13,14,12,8,14,13,12,13,13,18,15,14,10,16,18,15,13,15,6,11,11,14,1,1,3,3,1,3,4,2,1,1,3,16,15,6,15,17,14,14,15,1,20,13,1,20,1,1,14,1,1,1,1,1,1,176,20,12,"£129,994,088",8250,8750,7000,AfricanCaribbean,152,14,2002/6/19,37,1,"£127,636",83261910,13.00 ,14.25 ,18.00 ,13.00 ,12.67 ,14.67 ,9.50 ,12.83 ,3.00 ,14.25 ,18.00 ,12.83 ,2.00 ,3.00 ,1.00 ,3.00 ,"插入对方禁区
有机会就前插",#NAME?,"插入对方禁区
有机会就前插",
Dani Olmo,M/AM/ST C,27,165,170,Spain,Barcelona,13,13,17,13,18,13,9,13,6,9,17,13,10,18,11,16,12,16,11,14,16,17,10,14,10,14,17,14,13,16,15,10,10,12,14,10,12,7,16,15,15,2,1,2,3,2,2,1,2,1,3,1,13,16,2,14,16,17,13,10,1,1,1,1,1,1,10,12,18,12,14,20,14,16,179,12,20,"£74,348,576",8250,8250,7750,NorthernEuropean,158,1,1998/5/7,43,11,"£207,409",24048100,9.67 ,13.75 ,12.50 ,17.00 ,14.33 ,17.67 ,9.50 ,13.83 ,1.50 ,13.75 ,12.50 ,13.83 ,1.50 ,3.00 ,2.00 ,1.50 ,"角度刁钻的射门
撞墙式配合
尝试花式动作",#NAME?,"角度刁钻的射门
撞墙式配合
尝试花式动作",
Dayot Upamecano,D C,26,165,170,"France,Guinea-Bissau",FC Bayern München,3,8,12,6,13,3,14,8,10,17,16,10,17,13,16,16,17,16,13,14,16,12,12,9,16,16,16,16,15,12,16,16,12,16,13,17,15,16,14,10,10,3,3,1,3,3,2,1,1,1,3,1,15,17,8,13,12,13,8,10,1,1,20,8,1,1,12,1,10,1,1,1,1,1,186,9,20,"£70,070,744",8250,7750,7750,AfricanCaribbean,165,17,1998/10/27,30,2,"£182,312",16182894,16.67 ,14.50 ,15.50 ,14.67 ,10.33 ,12.67 ,15.00 ,15.33 ,1.00 ,14.50 ,15.50 ,15.33 ,2.00 ,3.00 ,3.00 ,1.50 ,"利用脚下技术将球带出危险区
长距离传球
把球带出防守区域",#NAME?,"利用脚下技术将球带出危险区
长距离传球
把球带出防守区域",
John Stones,D/DM RC,31,165,170,England,Manchester City,4,6,14,8,14,5,14,6,8,13,16,12,16,16,13,16,17,18,16,15,13,12,13,15,16,16,14,17,14,13,12,16,16,15,15,15,16,8,14,16,13,3,2,3,2,3,2,3,3,3,2,3,10,17,7,15,14,15,13,16,1,1,20,15,1,1,16,1,1,1,1,1,1,1,188,12,20,"£51,741,188",8250,8250,8000,NorthernEuropean,165,5,1994/5/28,83,3,"£200,000",28060397,15.00 ,13.75 ,14.50 ,14.00 ,13.67 ,14.67 ,15.00 ,15.50 ,3.00 ,13.75 ,14.50 ,15.50 ,2.50 ,2.00 ,3.00 ,2.50 ,"利用脚下技术将球带出危险区
把球带出防守区域",#NAME?,"利用脚下技术将球带出危险区
把球带出防守区域",
"Reece James(Chelsea,England)",D/WB RC,25,165,170,England,Chelsea,13,16,11,12,14,14,14,11,9,13,12,12,14,15,16,13,18,16,14,17,17,12,13,12,13,15,11,16,15,12,19,10,12,14,14,18,16,10,15,15,13,1,2,2,2,1,2,1,2,1,1,2,18,17,4,13,16,19,15,12,1,10,16,20,10,19,14,1,12,12,1,1,1,1,179,10,20,"£86,400,000",8250,8250,7000,AfricanCaribbean,160,13,1999/12/8,19,1,"£250,000",28108035,13.33 ,15.75 ,14.50 ,11.67 ,13.33 ,13.33 ,12.00 ,15.67 ,1.50 ,15.75 ,14.50 ,15.67 ,2.00 ,2.00 ,1.00 ,2.00 ,"大力射门
弧线球射门
利用脚下技术将球带出危险区",#NAME?,"大力射门
弧线球射门
利用脚下技术将球带出危险区",
Marc-André ter Stegen,GK ,33,164,183,Germany,Barcelona,5,3,1,1,13,8,6,3,1,3,17,2,1,14,11,15,14,16,15,14,16,5,15,3,13,14,9,10,13,13,16,14,13,11,13,14,14,6,12,13,13,12,14,15,13,13,18,12,18,9,15,16,16,18,13,11,15,13,14,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,187,15,20,"£41,198,520",8200,8200,7800,NorthernEuropean,162,1,1992/4/30,44,0,"£232,039",35017428,5.67 ,14.00 ,12.00 ,10.33 ,6.67 ,9.33 ,10.00 ,14.67 ,15.00 ,14.00 ,12.00 ,14.67 ,14.50 ,13.00 ,12.50 ,17.00 ,,#NAME?,,
Bernardo Silva,M/AM RC,30,164,180,Portugal,Manchester City,14,15,17,15,17,13,10,13,2,12,17,13,8,18,13,16,15,16,14,14,16,17,12,17,13,17,17,20,13,15,16,7,17,12,16,9,16,10,16,6,20,1,3,3,2,2,1,1,2,1,4,3,15,17,14,11,13,17,12,8,1,14,1,1,1,1,1,12,20,16,12,20,19,9,173,20,8,"£74,801,920",8850,8200,8850,MediterraneanHispanic,163,6,1994/8/10,102,13,"£250,000",55041632,11.00 ,14.00 ,12.50 ,17.00 ,16.00 ,17.33 ,8.50 ,15.33 ,1.50 ,14.00 ,12.50 ,15.33 ,3.00 ,2.00 ,1.50 ,2.00 ,"用外脚背
喜欢从双侧内切
经常带球",#NAME?,"用外脚背
喜欢从双侧内切
经常带球",
Dejan Kulusevski,M/AM RC,25,164,175,"Sweden,North Macedonia",Tottenham Hotspur,11,13,16,14,17,9,7,11,4,4,15,11,7,16,7,15,8,14,12,14,15,15,14,15,6,17,14,17,13,14,17,12,14,14,18,17,15,11,14,6,15,3,1,2,3,1,1,2,2,1,3,2,16,14,8,12,15,14,13,10,1,1,1,1,1,9,1,12,17,18,14,20,20,14,186,20,13,"£92,400,000",8400,8000,7000,NorthernEuropean,157,2,2000/4/25,45,5,"£128,000",43295814,5.67 ,16.50 ,13.50 ,14.67 ,14.33 ,16.33 ,9.50 ,13.50 ,2.00 ,16.50 ,13.50 ,13.50 ,1.50 ,3.00 ,2.00 ,1.50 ,"经常尝试传身后球
角度刁钻的射门
回撤拿球",#NAME?,"经常尝试传身后球
角度刁钻的射门
回撤拿球",
Jules Koundé,D R,26,164,175,"France,Benin",Barcelona,10,13,14,13,14,9,13,13,13,14,14,11,15,14,15,15,15,14,13,14,15,13,13,16,13,15,14,16,15,16,16,11,16,15,16,14,13,8,15,8,16,1,3,3,1,3,2,1,1,3,3,1,15,15,8,13,14,15,13,12,1,12,14,20,10,15,1,1,1,10,1,1,1,1,178,13,20,"£61,436,396",8200,8000,7750,AfricanCaribbean,163,12,1998/11/12,42,0,"£224,693",48036304,14.00 ,15.50 ,15.00 ,13.67 ,14.33 ,14.00 ,12.00 ,14.50 ,1.00 ,15.50 ,15.00 ,14.50 ,3.00 ,1.00 ,2.00 ,1.50 ,"有机会就前插
趟球变向加速过人
长距离传球
把球带出防守区域",#NAME?,"有机会就前插
趟球变向加速过人
长距离传球
把球带出防守区域",
Trent Alexander-Arnold,D/WB/DM RC,26,163,174,England,R. Madrid,15,17,11,8,17,15,11,12,9,10,19,11,12,17,13,14,11,16,12,14,15,14,12,15,11,15,17,14,14,14,15,11,15,14,14,13,15,10,15,6,14,1,3,1,2,2,3,1,3,1,2,3,15,18,8,14,14,15,12,14,1,9,1,20,12,19,17,1,15,13,1,1,1,1,180,14,20,"£56,963,920",8150,8150,7250,NorthernEuropean,151,14,1998/10/7,34,4,"£248,607",28104124,11.00 ,14.00 ,14.00 ,16.67 ,13.00 ,15.00 ,11.00 ,13.50 ,2.00 ,14.00 ,14.00 ,13.50 ,2.00 ,2.00 ,1.50 ,3.00 ,"有机会就前插
经常尝试传身后球
主罚远距离任意球
喜欢将球转移到边路",#NAME?,"有机会就前插
经常尝试传身后球
主罚远距离任意球
喜欢将球转移到边路",
Nico Williams,M/AM RL,23,163,171,"Spain,Ghana,Pays Basque",A. Bilbao,13,14,15,13,15,11,12,11,8,9,15,14,8,17,13,14,14,15,14,14,17,15,12,15,14,15,14,15,15,15,11,10,16,15,14,14,14,9,15,6,12,2,3,2,1,1,1,3,2,1,1,2,12,13,6,15,13,13,13,11,1,1,1,1,1,1,1,18,1,17,20,1,19,14,181,15,20,"£82,099,640",8150,8150,7400,AfricanCaribbean,162,16,2002/7/12,28,6,"£268,493",67276230,10.33 ,13.50 ,15.00 ,14.67 ,14.33 ,15.67 ,11.00 ,14.67 ,2.50 ,13.50 ,15.00 ,14.67 ,2.50 ,1.00 ,1.50 ,1.50 ,"喜欢从双侧内切
喜欢连续过多人
经常带球",#NAME?,"喜欢从双侧内切
喜欢连续过多人
经常带球",
Alexis Mac Allister,DM/M/AM C,26,163,169,Argentina,Liverpool,14,13,13,12,16,14,9,13,4,10,16,15,14,16,14,17,14,17,17,16,16,13,11,16,14,18,15,16,13,14,14,8,14,12,15,12,16,9,17,6,12,3,1,1,2,3,1,3,1,3,1,1,18,14,3,14,15,16,15,15,1,1,1,1,1,1,19,12,20,12,12,19,12,8,174,9,20,"£69,326,248",8150,7950,7250,MediterraneanHispanic,160,7,1998/12/24,38,4,"£175,000",14157184,12.67 ,13.75 ,12.50 ,14.67 ,15.00 ,15.00 ,8.50 ,16.33 ,2.00 ,13.75 ,12.50 ,16.33 ,1.00 ,2.00 ,3.00 ,1.00 ,后排插上进攻,#NAME?,后排插上进攻,
Omar Marmoush,AM/ST RLC,26,163,168,"Egypt,Canada",Manchester City,15,12,16,14,14,18,11,14,6,7,13,16,8,15,13,16,11,16,13,14,16,16,12,16,7,13,15,15,16,16,15,11,14,16,13,13,17,8,14,8,16,1,2,1,2,3,2,3,3,1,1,3,16,18,8,10,15,16,10,11,1,1,1,8,8,10,1,12,1,10,18,15,15,20,183,9,20,"£72,975,000",8150,7750,7150,NorthAfricanMiddleEastern,155,7,1999/2/7,37,6,"£260,000",91205962,7.33 ,14.25 ,16.00 ,14.67 ,15.33 ,15.00 ,11.00 ,13.83 ,3.00 ,14.25 ,16.00 ,13.83 ,1.50 ,2.00 ,2.00 ,2.50 ,"撞墙式配合
主罚远距离任意球
喜欢连续过多人
经常带球",#NAME?,"撞墙式配合
主罚远距离任意球
喜欢连续过多人
经常带球",
Antonio Rüdiger,D C,32,163,166,"Germany,Sierra Leone",R. Madrid,5,10,10,7,10,9,15,8,14,15,12,7,17,11,18,14,18,13,15,16,17,9,18,8,14,13,12,15,16,10,16,15,15,16,16,18,16,16,16,14,13,3,3,2,2,2,1,1,3,3,1,3,15,17,15,9,13,15,8,7,1,10,20,12,1,1,1,1,1,1,1,1,1,1,190,10,20,"£25,744,970",8150,7700,7650,AfricanCaribbean,163,17,1993/3/3,79,3,"£240,320",92023410,15.33 ,15.00 ,16.00 ,11.00 ,9.33 ,10.33 ,15.00 ,15.50 ,2.00 ,15.00 ,16.00 ,15.50 ,2.50 ,2.00 ,2.50 ,2.00 ,"激怒对手
倒地铲球
长距离传球
把球带出防守区域",#NAME?,"激怒对手
倒地铲球
长距离传球
把球带出防守区域",
Aurélien Tchouaméni,DM C,25,162,172,"France,Cameroon",R. Madrid,8,10,12,9,13,6,13,13,8,16,15,10,16,14,15,16,16,15,13,14,15,13,11,12,14,15,13,17,14,14,15,14,16,16,17,18,14,7,14,9,14,1,3,1,4,2,1,2,3,2,1,2,10,15,7,13,15,15,14,13,1,1,15,1,1,1,20,1,15,1,1,1,1,1,188,10,20,"£53,496,124",8100,7950,7600,AfricanCaribbean,161,15,2000/1/27,41,3,"£207,172",48042326,15.33 ,16.00 ,15.00 ,13.67 ,12.00 ,13.00 ,13.50 ,14.83 ,2.50 ,16.00 ,15.00 ,14.83 ,2.00 ,4.00 ,1.50 ,1.50 ,"长时间控球
长距离传球
喜欢接脚下球",#NAME?,"长时间控球
长距离传球
喜欢接脚下球",
